icm	trans
50.907242	0.74593065
51.159258	0.7441281
51.411274	0.74175425
51.66329	0.7387894
51.915306	0.7359329
52.167322	0.7328203
52.419338	0.7291364
52.671354	0.72556085
52.92337	0.7233643
53.175386	0.71921745
53.427402	0.7139674
53.679418	0.7126672
53.931434	0.7123717
54.18345	0.7105002
54.435466	0.7083726
54.687482	0.7058313
54.939498	0.70199965
55.191514	0.6966314
55.44353	0.6901304
55.695546	0.68653515
55.947562	0.69057365
56.199578	0.69455305
56.451594	0.69494705
56.70361	0.6926323
56.955626	0.688712
57.207642	0.6827429
57.459658	0.68375745
57.711674	0.6870966
57.96369	0.6874315
58.215706	0.68683065
58.467722	0.6851857
58.719738	0.6829202
58.971754	0.68092065
59.22377	0.67806415
59.475786	0.67501065
59.727802	0.67146465
59.979818	0.66793835
60.231834	0.667633
60.48385	0.6668844
60.735866	0.66419535
60.987882	0.6609547
61.239898	0.6582361
61.491914	0.65647295
61.74393	0.6535672
61.995946	0.64855355
62.247962	0.64222
62.499978	0.64043715
62.751994	0.6409395
63.00401	0.63947185
63.256026	0.63722605
63.508042	0.63466505
63.760058	0.6315032
64.012074	0.6283709
64.26409	0.6287846
64.516106	0.629021
64.768122	0.6281148
65.020138	0.6273859
65.272154	0.62631225
65.52417	0.625278
65.776186	0.6240369
66.028202	0.62292385
66.280218	0.62203735
66.532234	0.6213577
66.78425	0.6206879
67.036266	0.61925965
67.288282	0.61736845
67.540298	0.615822
67.792314	0.6127685
68.04433	0.6093407
68.296346	0.60856255
68.548362	0.60732145
68.800378	0.6054007
69.052394	0.60292835
69.30441	0.6009485
69.556426	0.60015065
69.808442	0.5981511
70.060458	0.5956295
70.312474	0.5925957
70.56449	0.59008395
70.816506	0.588439
71.068522	0.5863902
71.320538	0.5825093
71.572554	0.57842155
71.82457	0.57418605
72.076586	0.56778355
72.328602	0.5644641
72.580618	0.5639716
72.832634	0.56228725
73.08465	0.5570569
73.336666	0.55336315
73.588682	0.5559537
73.840698	0.5555991
74.092714	0.5526835
74.34473	0.5534912
74.596746	0.55649545
74.848762	0.5553824
75.100778	0.5523092
75.352794	0.5479358
75.60481	0.54467545
75.856826	0.5485465
76.108842	0.5502998
76.360858	0.5499452
76.612874	0.5503983
76.86489	0.5503589
77.116906	0.5485071
77.368922	0.5455127
77.620938	0.54335555
77.872954	0.5423213
78.12497	0.53959285
78.376986	0.5381843
78.629002	0.5366871
78.881018	0.5323531
79.133034	0.5312696
79.38505	0.5296542
79.637066	0.52349795
79.889082	0.5210059
80.141098	0.5225819
80.393114	0.5214393
80.64513	0.51932155
80.897146	0.5179918
81.149162	0.51601195
81.401178	0.51356915
81.653194	0.51136275
81.90521	0.5068613
82.157226	0.50198555
82.409242	0.50310845
82.661258	0.5038275
82.913274	0.5029016
83.16529	0.50245835
83.417306	0.50186735
83.669322	0.5009119
83.921338	0.5006952
84.173354	0.500774
84.42537	0.5014241
84.677386	0.50190675
84.929402	0.5002815
85.181418	0.4988237
85.433434	0.4987843
85.68545	0.4987252
85.937466	0.4984691
86.189482	0.4985479
86.441498	0.4985479
86.693514	0.49822285
86.94553	0.49749395
87.197546	0.4955929
87.449562	0.4917514
87.701578	0.4860975
87.953594	0.4809755
88.20561	0.47810915
88.457626	0.4803845
88.709642	0.48179305
88.961658	0.48047315
89.213674	0.47970485
89.46569	0.47738025
89.717706	0.4761096
89.969722	0.4764839
90.221738	0.4753216
90.473754	0.47353875
90.72577	0.47202185
90.977786	0.47038675
91.229802	0.4686827
91.481818	0.4668112
91.733834	0.4638759
91.98585	0.45955175
92.237866	0.45567085
92.489882	0.4525484
92.741898	0.45196725
92.993914	0.4541638
93.24593	0.4552867
93.497946	0.45482375
93.749962	0.4548139
94.001978	0.45474495
94.253994	0.4545972
94.50601	0.45448885
94.758026	0.4541835
95.010042	0.45332655
95.262058	0.4520165
95.514074	0.45047005
95.76609	0.44840155
96.018106	0.44343715
96.270122	0.4417725
96.522138	0.444235
96.774154	0.444235
97.02617	0.4427969
97.278186	0.4414573
97.530202	0.43975325
97.782218	0.43776355
98.034234	0.43555715
98.28625	0.4332818
98.538266	0.42956835
98.790282	0.42489945
99.042298	0.42092005
99.294314	0.42082155
99.54633	0.42196415
99.798346	0.4216391
100.050362	0.4202207
100.050362	0.41834
100.302378	0.41436
100.554394	0.40676
100.80641	0.41028
101.058426	0.41399
101.310442	0.41284
101.562458	0.41052
101.814474	0.41208
102.06649	0.4131
102.318506	0.4129
102.570522	0.4131
102.822538	0.41321
103.074554	0.413
103.32657	0.41265
103.578586	0.41236
103.830602	0.41219
104.082618	0.41105
104.334634	0.40744
104.58665	0.40318
104.838666	0.40622
105.090682	0.40939
105.342698	0.40695
105.594714	0.39985
105.84673	0.40148
106.098746	0.4041
106.350762	0.40532
106.602778	0.40605
106.854794	0.40475
107.10681	0.40332
107.358826	0.40277
107.610842	0.40005
107.862858	0.39782
108.114874	0.39902
108.36689	0.3986
108.618906	0.39702
108.870922	0.39567
109.122938	0.39474
109.374954	0.39369
109.62697	0.39253
109.878986	0.39118
110.131002	0.38989
110.383018	0.3887
110.635034	0.38763
110.88705	0.38434
111.139066	0.37899
111.391082	0.38199
111.643098	0.38495
111.895114	0.38556
112.14713	0.38594
112.399146	0.38632
112.651162	0.38645
112.903178	0.38689
113.155194	0.38763
113.40721	0.38791
113.659226	0.38827
113.911242	0.38826
114.163258	0.38716
114.415274	0.38654
114.66729	0.3869
114.919306	0.38671
115.171322	0.38627
115.423338	0.3864
115.675354	0.38667
115.92737	0.38606
116.179386	0.38486
116.431402	0.38261
116.683418	0.38095
116.935434	0.38081
117.18745	0.37965
117.439466	0.37891
117.691482	0.37635
117.943498	0.37211
118.195514	0.3729
118.44753	0.37323
118.699546	0.37147
118.951562	0.36992
119.203578	0.36887
119.455594	0.36794
119.70761	0.36539
119.959626	0.36013
120.211642	0.35781
120.463658	0.35931
120.715674	0.3602
120.96769	0.36062
121.219706	0.35946
121.471722	0.35669
121.723738	0.35296
121.975754	0.34784
122.22777	0.35077
122.479786	0.35403
122.731802	0.35456
122.983818	0.35304
123.235834	0.35222
123.48785	0.3522
123.739866	0.35137
123.991882	0.35051
124.243898	0.34943
124.495914	0.34763
124.74793	0.34592
124.999946	0.34449
125.251962	0.34241
125.503978	0.34007
125.755994	0.33818
126.00801	0.33542
126.260026	0.33144
126.512042	0.32495
126.764058	0.31627
127.016074	0.30909
127.26809	0.31064
127.520106	0.31222
127.772122	0.3112
128.024138	0.30951
128.276154	0.30774
128.52817	0.3045
128.780186	0.30195
129.032202	0.30025
129.284218	0.29821
129.536234	0.29583
129.78825	0.2933
130.040266	0.29137
130.292282	0.2895
130.544298	0.28725
130.796314	0.28488
131.04833	0.28324
131.300346	0.28198
131.552362	0.27977
131.804378	0.27586
132.056394	0.2751
132.30841	0.27425
132.560426	0.26941
132.812442	0.26927
133.064458	0.27273
133.316474	0.27461
133.56849	0.27584
133.820506	0.27801
134.072522	0.28015
134.324538	0.28132
134.576554	0.28245
134.82857	0.28364
135.080586	0.2845
135.332602	0.28578
135.584618	0.28686
135.836634	0.28762
136.08865	0.28838
136.340666	0.28906
136.592682	0.28978
136.844698	0.29033
137.096714	0.29064
137.34873	0.29065
137.600746	0.29102
137.852762	0.29209
138.104778	0.29262
138.356794	0.29248
138.60881	0.29248
138.860826	0.29154
139.112842	0.28806
139.364858	0.28977
139.616874	0.29043
139.86889	0.29046
140.120906	0.29301
140.372922	0.29427
140.624938	0.29202
140.876954	0.29151
141.12897	0.29404
141.380986	0.29436
141.633002	0.29546
141.885018	0.29762
142.137034	0.29845
142.38905	0.29859
142.641066	0.29908
142.893082	0.29968
143.145098	0.2993
143.397114	0.29856
143.64913	0.29813
143.901146	0.2969
144.153162	0.29612
144.405178	0.29601
144.657194	0.29582
144.90921	0.29513
145.161226	0.29372
145.413242	0.29355
145.665258	0.29327
145.917274	0.29153
146.16929	0.29073
146.421306	0.28985
146.673322	0.28784
146.925338	0.28671
147.177354	0.28655
147.42937	0.28618
147.681386	0.28528
147.933402	0.28373
148.185418	0.28212
148.437434	0.28139
148.68945	0.27882
148.941466	0.27903
149.193482	0.27806
149.445498	0.27568
149.697514	0.27407
149.94953	0.27402
150.201546	0.27484
150.453562	0.26774
150.705578	0.26728
150.957594	0.26839
151.20961	0.26399
151.461626	0.26283
151.713642	0.26733
151.965658	0.26964
152.217674	0.268
152.46969	0.26509
152.721706	0.26526
152.973722	0.2636
153.225738	0.25929
153.477754	0.25416
153.72977	0.2541
153.981786	0.25482
154.233802	0.2542
154.485818	0.25363
154.737834	0.25376
154.98985	0.25231
155.241866	0.25005
155.493882	0.24785
155.745898	0.24568
155.997914	0.24394
156.24993	0.24157
156.501946	0.23969
156.753962	0.23887
157.005978	0.23871
157.257994	0.23721
157.51001	0.23401
157.762026	0.23059
158.014042	0.22914
158.266058	0.23047
158.518074	0.23013
158.77009	0.22881
159.022106	0.22984
159.274122	0.22948
159.526138	0.22764
159.778154	0.22771
160.03017	0.22793
160.282186	0.22733
160.534202	0.22625
160.786218	0.2251
161.038234	0.22412
161.29025	0.22391
161.542266	0.2233
161.794282	0.22309
162.046298	0.22183
162.298314	0.21919
162.55033	0.21693
162.802346	0.21552
163.054362	0.21418
163.306378	0.21225
163.558394	0.21161
163.81041	0.20978
164.062426	0.20749
164.314442	0.20725
164.566458	0.20719
164.818474	0.20639
165.07049	0.20497
165.322506	0.20419
165.574522	0.20351
165.826538	0.20263
166.078554	0.20212
166.33057	0.20111
166.582586	0.19972
166.834602	0.19986
167.086618	0.20177
167.338634	0.20313
167.59065	0.20343
167.842666	0.20375
168.094682	0.20484
168.346698	0.20597
168.598714	0.20721
168.85073	0.20798
169.102746	0.20867
169.354762	0.2092
169.606778	0.2093
169.858794	0.20966
170.11081	0.2108
170.362826	0.20961
170.614842	0.20766
170.866858	0.21011
171.118874	0.21206
171.37089	0.21328
171.622906	0.21394
171.874922	0.21413
172.126938	0.21443
172.378954	0.21482
172.63097	0.2146
172.882986	0.21368
173.135002	0.21181
173.387018	0.20808
173.639034	0.20866
173.89105	0.21005
174.143066	0.20988
174.395082	0.20939
174.647098	0.20865
174.899114	0.20865
175.15113	0.20815
175.403146	0.20776
175.655162	0.20678
175.907178	0.20225
176.159194	0.20002
176.41121	0.20365
176.663226	0.20486
176.915242	0.20483
177.167258	0.20429
177.419274	0.20134
177.67129	0.19761
177.923306	0.20004
178.175322	0.20201
178.427338	0.20189
178.679354	0.20116
178.93137	0.20031
179.183386	0.20231
179.435402	0.20233
179.687418	0.20033
179.939434	0.19979
180.19145	0.20096
180.443466	0.20092
180.695482	0.19892
180.947498	0.1977
181.199514	0.19528
181.45153	0.19208
181.703546	0.19136
181.955562	0.19199
182.207578	0.19214
182.459594	0.19201
182.71161	0.19096
182.963626	0.18906
183.215642	0.18746
183.467658	0.1857
183.719674	0.18456
183.97169	0.1836
184.223706	0.18213
184.475722	0.18006
184.727738	0.17833
184.979754	0.17742
185.23177	0.1773
185.483786	0.17726
185.735802	0.17675
185.987818	0.17594
186.239834	0.1756
186.49185	0.17497
186.743866	0.1741
186.995882	0.17399
187.247898	0.17355
187.499914	0.17275
187.75193	0.17228
188.003946	0.17122
188.255962	0.16821
188.507978	0.1679
188.759994	0.16877
189.01201	0.16886
189.264026	0.16787
189.516042	0.16757
189.768058	0.16695
190.020074	0.16531
190.27209	0.16465
190.524106	0.16372
190.776122	0.16257
191.028138	0.1616
191.280154	0.16046
191.53217	0.15957
191.784186	0.15826
192.036202	0.15596
192.288218	0.15585
192.540234	0.15721
192.79225	0.1551
